artist_id,name,type,album_name,descripcion,album_year,album_format,album_id,uri,albums,album_format_2,gender
3,Josh Wink,artist,Herehear,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",1998,varios,30529,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,undefined,electronic
3,Josh Wink,artist,Simple Man,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",1998,varios,30566,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,undefined,electronic
3,Josh Wink,artist,Untitled / Pop Culture,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",1999,"12"", Ltd, Promo, Smplr, W/Lbl",515159,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,Vinyl,electronic
3,Josh Wink,artist,Profound Sounds Vol. 1,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",1999,"12"", W/Lbl",15016601,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,Vinyl,electronic
3,Josh Wink,artist,Profound Sounds Vol. 1,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",1999,varios,66526,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,undefined,electronic
3,Josh Wink,artist,How's Your Evening So Far?,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2000,varios,86677,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,undefined,electronic
3,Josh Wink,artist,It's The Machines,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2001,"12"", S/Sided, Promo, TP",109626,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,Vinyl,electronic
3,Josh Wink,artist,Headstart Mix,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2001,CD,1842133,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,CD,electronic
3,Josh Wink,artist,Evil Acid,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2001,varios,86681,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,undefined,electronic
3,Josh Wink,artist,Superfreak (Freak),"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2002,varios,86701,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,undefined,electronic
3,Josh Wink,artist,20 To 20,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2003,varios,86664,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,undefined,electronic
3,Josh Wink,artist,Profound Sounds Vol. 2,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2003,varios,64791,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,undefined,electronic
3,Josh Wink,artist,Fill Me With Acid / Oakish,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2004,varios,634880,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,undefined,electronic
3,Josh Wink,artist,Ovum: The Fall Collection,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2004,varios,561533,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,undefined,electronic
3,Josh Wink,artist,Rise Above / F-Groove,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2004,varios,33429,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,undefined,electronic
3,Josh Wink,artist,516 Acid,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2004,varios,122763,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,undefined,electronic
3,Josh Wink,artist,Higher State Of Consciousness (Remix) / Green Jam,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2005,"12""",495277,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,Vinyl,electronic
3,Josh Wink,artist,Seeing Through Shadows / Have To Get Back,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2006,"12"", Promo",736487,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,Vinyl,electronic
3,Josh Wink,artist,Have To Get Back (Non Vox Version),"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2006,"12"", S/Sided, Promo",1062446,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,Vinyl,electronic
3,Josh Wink,artist,Profound Sounds Vol. 3,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2006,varios,86692,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,undefined,electronic
3,Josh Wink,artist,Josh Wink's Acid Classics,"electronic music dj, label owner, producer, and remixer, born april 20, 1970 in philadelphia, pennsylvania, usa. formed [l=ovum recordings] as an independent label in october 1994 with former partner [a=king britt].",2007,varios,741986,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases,undefined,electronic
