artist_id,name,type,album_name,gender,album_year,album_id,album_format,album_format_2
11,DJ Dozia,artist,Relocation EP,house,1998,1474118,varios,undefined
11,DJ Dozia,artist,Swell,house,1998,452051,varios,undefined
11,DJ Dozia,artist,We Are Twisted!,house,1999,379411,varios,undefined
11,DJ Dozia,artist,We Are Twisted! (A Bit Of The Best And A Lot Of The New),house,1999,904651,varios,undefined
11,DJ Dozia,artist,Aurally Exciting Remixes,house,2000,92144,CD,CD
11,DJ Dozia,artist,Rocks Y2K - The Real Dance Club 2,house,2000,173736,CD,CD
11,DJ Dozia,artist,My House (DJ Dozia Remixes),house,2000,125950,varios,undefined
11,DJ Dozia,artist,Excursions 03,house,2001,80775,varios,undefined
11,DJ Dozia,artist,Rising,house,2001,86803,varios,undefined
11,DJ Dozia,artist,Northsoul,house,2002,2164700,CD,CD
11,DJ Dozia,artist,Promo Only Rhythm Club: June 02,house,2002,8134095,CD,CD
11,DJ Dozia,artist,Anyway (Men Are From Mars) (Remixes),house,2002,100767,varios,undefined
11,DJ Dozia,artist,Tumba,house,2002,413600,varios,undefined
11,DJ Dozia,artist,Merry 55 Round -a Remix Ep-,house,2003,30131222,CD,CD
11,DJ Dozia,artist,Paradise Inferno,house,2003,13722,varios,undefined
11,DJ Dozia,artist,New Funk Theory / Tonight,house,2003,113963,varios,undefined
11,DJ Dozia,artist,Tonight,house,2003,123483,varios,undefined
11,DJ Dozia,artist,Live @ Roxy 4,house,2005,672526,CD,CD
11,DJ Dozia,artist,Psykofuk,house,2005,76291,varios,undefined
11,DJ Dozia,artist,Star 69 Extended Mixes Vol. 6,house,2006,891182,CD,CD
11,DJ Dozia,artist,RA.242,house,2011,2659721,"File, MP3, Mixed, 160",
11,DJ Dozia,artist,25 Years Of Ovum,house,2019,14456324,"68xFile, MP3, Comp, 320",
11,DJ Dozia,artist,Work,house,2002,1567433,varios,undefined
11,DJ Dozia,artist,Pornstar,house,1998,143173,varios,undefined
11,DJ Dozia,artist,Swell,house,1998,452051,varios,undefined
11,DJ Dozia,artist,Restless / Skraten'Up,house,1999,1130681,varios,undefined
11,DJ Dozia,artist,Klugh,house,1999,1848666,varios,undefined
11,DJ Dozia,artist,Freedom,house,2002,55568,"12""",Vinyl
11,DJ Dozia,artist,Work,house,2002,1567433,varios,undefined
11,DJ Dozia,artist,Queen Club Paris - Summer 2003,house,2003,1285708,CD,CD
11,DJ Dozia,artist,Tonight: The FiveSixMixes,house,2003,123483,varios,undefined
11,DJ Dozia,artist,Late Night With King Britt,house,2005,1238925,CD,CD
11,DJ Dozia,artist,Re:Structured,house,2015,1757148,varios,undefined
11,DJ Dozia,artist,Deep 1er Aniversario,house,1998,5552892,CD,CD
11,DJ Dozia,artist,New York Afterhours (A Later Shade Of Deep Volume 1),house,1998,2454181,varios,undefined
11,DJ Dozia,artist,Profound Sounds Vol. 1,house,1999,66526,varios,undefined
11,DJ Dozia,artist,Headstart Mix,house,2001,1842133,CD,CD
11,DJ Dozia,artist,Boat Party 2001,house,2001,1271395,varios,undefined
11,DJ Dozia,artist,Black To The Future,house,2002,128296,varios,undefined
11,DJ Dozia,artist,TechHouse Session 01,house,2002,176698,varios,undefined
13,Blaze,artist,Yearnin',no description,1985,190112,"12""",Vinyl
13,Blaze,artist,Whatcha Gonna Do,no description,1986,11594,varios,undefined
13,Blaze,artist,If You Should Need A Friend,no description,1987,93190,varios,undefined
13,Blaze,artist,Can't Win For Losin',no description,1988,52665,varios,undefined
13,Blaze,artist,25 Years Later,no description,1990,93194,varios,undefined
13,Blaze,artist,We All Must Live Together,no description,1990,93628,varios,undefined
13,Blaze,artist,So Special,no description,1990,93652,varios,undefined
13,Blaze,artist,Why Can't We Live Together,no description,1993,655822,varios,undefined
13,Blaze,artist,#6 Hubert St.,no description,1993,93202,varios,undefined
13,Blaze,artist,#6 Hubert St.,no description,1994,2337643,varios,undefined
13,Blaze,artist,Live The Happy Life,no description,1994,124100,varios,undefined
13,Blaze,artist,Just A Little Different,no description,1994,93665,varios,undefined
13,Blaze,artist,The Klubhead E.P.,no description,1995,744150,varios,undefined
13,Blaze,artist,The Blaze Tracks E.P.,no description,1995,156573,varios,undefined
13,Blaze,artist,Brothers & Sisters,no description,1995,93268,varios,undefined
13,Blaze,artist,Fly Away,no description,1995,93598,varios,undefined
13,Blaze,artist,What Can U Do / Only You,no description,1996,5453066,CD,CD
13,Blaze,artist,Dancin',no description,1996,469013,varios,undefined
13,Blaze,artist,Love Comes Around,no description,1996,764419,varios,undefined
13,Blaze,artist,The Colour Funky EP (A Music Perspective),no description,1996,877376,varios,undefined
13,Blaze,artist,What Can U Do,no description,1996,93624,varios,undefined
13,Blaze,artist,Trans-Jazz EP,no description,1996,208347,varios,undefined
13,Blaze,artist,Directions,no description,1997,351009,varios,undefined
13,Blaze,artist,Feel The Music,no description,1997,709623,varios,undefined
13,Blaze,artist,Basic Blaze,no description,1997,93216,varios,undefined
13,Blaze,artist,Lovelee Dae,no description,1997,73016,varios,undefined
13,Blaze,artist,My Beat / Shakara (MAW Edit),no description,1998,22583831,"Acetate, 10""",Acetato
13,Blaze,artist,Seasons Of Love,no description,1998,391202,varios,undefined
13,Blaze,artist,My Beat,no description,1998,31918,varios,undefined
13,Blaze,artist,Innerside,no description,1998,87641,varios,undefined
13,Blaze,artist,Heavenly Stars / Wishing You Were Here (Joey Negro Mixes),no description,1999,20544301,"Acetate, 12""",Acetato
13,Blaze,artist,Cult Of Soul,no description,1999,1849779,varios,undefined
13,Blaze,artist,Pure Blaze,no description,1999,266695,varios,undefined
13,Blaze,artist,More Than Gold,no description,1999,1886796,varios,undefined
13,Blaze,artist,The Many Colours Of Blaze,no description,1999,195454,varios,undefined
13,Blaze,artist,Funky People,no description,1999,156577,varios,undefined
13,Blaze,artist,Blaze Productions,no description,1999,93256,varios,undefined
13,Blaze,artist,Wishing You Were Here,no description,1999,93619,varios,undefined
13,Blaze,artist,Elements Of Life,no description,2000,309696,varios,undefined
13,Blaze,artist,Home Is Where The Heart Is,no description,2000,283934,varios,undefined
13,Blaze,artist,Elevation,no description,2000,93597,varios,undefined
13,Blaze,artist,When I Fall In Love,no description,2000,93622,varios,undefined
13,Blaze,artist,Ekabo / Elements Of Life (Unreleased Mixes),no description,2000,93630,varios,undefined
13,Blaze,artist,Shine,no description,2001,62147,"12""",Vinyl
13,Blaze,artist,Fantasy,no description,2001,168130,varios,undefined
13,Blaze,artist,Pure Blaze 2,no description,2001,283006,varios,undefined
13,Blaze,artist,Lovely Ones,no description,2001,899501,varios,undefined
13,Blaze,artist,How Deep Is Your Love,no description,2001,309697,varios,undefined
13,Blaze,artist,Jump 4 Luv,no description,2001,124124,varios,undefined
13,Blaze,artist,Natural Blaze,no description,2001,93657,varios,undefined
14,Eight Miles High,artist,Two,"house, ambient, techno",1996,1478870,varios,undefined
14,Eight Miles High,artist,Eight Miles High,"house, ambient, techno",1996,624734,varios,undefined
14,Eight Miles High,artist,Chamber Musik,"house, ambient, techno",2000,360466,varios,undefined
14,Eight Miles High,artist,The End Of The Beginning,"house, ambient, techno",2000,711997,varios,undefined
14,Eight Miles High,artist,Katalog,"house, ambient, techno",2002,62247,varios,undefined
14,Eight Miles High,artist,Lost Tracks,"house, ambient, techno",2013,2048614,varios,undefined
14,Eight Miles High,artist,Freestyle Candies,"house, ambient, techno",1996,74644,CD,CD
14,Eight Miles High,artist,SIDA / My Last Granny,"house, ambient, techno",1997,3590312,varios,undefined
14,Eight Miles High,artist,Low Life Extensions,"house, ambient, techno",1997,44298,varios,undefined
14,Eight Miles High,artist,"Stitch, Poke (Remix)","house, ambient, techno",1997,587212,varios,undefined
14,Eight Miles High,artist,Lovelee Dae (Partwo),"house, ambient, techno",1997,73016,varios,undefined
14,Eight Miles High,artist,A New Perspective,"house, ambient, techno",1999,608961,varios,undefined
14,Eight Miles High,artist,Profound Sounds Vol. 1,"house, ambient, techno",1999,66526,varios,undefined
14,Eight Miles High,artist,You Don't Need A Weatherman (Remixed),"house, ambient, techno",2001,49178,"12""",Vinyl
14,Eight Miles High,artist,Fabric 15: Tyrant,"house, ambient, techno",2004,345177,varios,undefined
14,Eight Miles High,artist,World Dub Pastry,"house, ambient, techno",2004,204192,varios,undefined
14,Eight Miles High,artist,FACT Mix 395,"house, ambient, techno",2013,5483899,"File, MP3, Mixed, 320",
14,Eight Miles High,artist,Groove - The Compilation Volume 1,"house, ambient, techno",1996,109338,varios,undefined
14,Eight Miles High,artist,Mazzo Mixup,"house, ambient, techno",1996,6250,CD,CD
14,Eight Miles High,artist,Neuton Future Classics Two,"house, ambient, techno",1996,66234,CD,CD
14,Eight Miles High,artist,Freestyle Candies,"house, ambient, techno",1996,74644,CD,CD
14,Eight Miles High,artist,DJ Connection 6,"house, ambient, techno",1996,327834,CD,CD
14,Eight Miles High,artist,Techno Tribal Volume 2,"house, ambient, techno",1996,1008575,CD,CD
14,Eight Miles High,artist,Repérages Couleur 3 Vol 9 1994,"house, ambient, techno",1996,10005023,CD,CD
14,Eight Miles High,artist,Groove - The Compilation Vol. 1,"house, ambient, techno",1996,109338,varios,undefined
14,Eight Miles High,artist,Kraut 2000 - In Search Of A New Planet,"house, ambient, techno",1997,87317,CD,CD
14,Eight Miles High,artist,Lysergic Factory,"house, ambient, techno",1997,152618,CD,CD
14,Eight Miles High,artist,De Mot Ape,"house, ambient, techno",1998,12875313,"Cass, Mixed, Promo, C90",
14,Eight Miles High,artist,Sounds From The Electronic Lounge,"house, ambient, techno",1998,63631,varios,undefined
14,Eight Miles High,artist,House & Techno,"house, ambient, techno",1999,1055049,CD,CD
14,Eight Miles High,artist,Schaffelfieber,"house, ambient, techno",2000,27987,CD,CD
14,Eight Miles High,artist,DJ Mix 1/2,"house, ambient, techno",2000,64448,CD,CD
14,Eight Miles High,artist,Audiophonic Volume 03,"house, ambient, techno",2000,135044,CD,CD
14,Eight Miles High,artist,Intermission,"house, ambient, techno",2001,36048,CD,CD
14,Eight Miles High,artist,Sender Loops 24-2,"house, ambient, techno",2002,85205,"12""",Vinyl
14,Eight Miles High,artist,Love Family Trax,"house, ambient, techno",2002,94381,CD,CD
14,Eight Miles High,artist,89mm Minimum Movies: Offbeat,"house, ambient, techno",2003,2385280,"DVD, NTSC, cod",DVD_VHS
14,Eight Miles High,artist,Advanced Public Listening 01,"house, ambient, techno",2004,120511,varios,undefined
14,Eight Miles High,artist,Freestyle Candies Volume 2,"house, ambient, techno",2006,121643,varios,undefined
14,Eight Miles High,artist,Diamanten Und Raketen II,"house, ambient, techno",2008,1362396,CD,CD
14,Eight Miles High,artist,FACT Mix 395,"house, ambient, techno",2013,5483899,"File, MP3, Mixed, 320",
14,Eight Miles High,artist,Offcast #27: Forgotten Futures Mix,"house, ambient, techno",2014,5796851,"File, MP3, Mixed, 192",
14,Eight Miles High,artist,Nightshade #2,"house, ambient, techno",2015,12578108,"File, MP3, Mixed",
14,Eight Miles High,artist,RA.591,"house, ambient, techno",2017,11032950,"File, MP3, Mixed, 320",
14,Eight Miles High,artist,Profound Sounds Vol. 1,"house, ambient, techno",1999,66526,varios,undefined
14,Eight Miles High,artist,MP3 Collection: Рак - Музыкальный Гороскоп (Deep Techno),"house, ambient, techno",1999,9369505,CD,CD
16,Christian Smith,artist,Penetrate,"house, techno",1996,1455509,varios,undefined
16,Christian Smith,artist,Tri-Phase,"house, techno",1997,1270032,varios,undefined
16,Christian Smith,artist,Viking Style EP,"house, techno",1998,137272,"12"", EP",Vinyl
16,Christian Smith,artist,Goldrush,"house, techno",1998,93232,varios,undefined
16,Christian Smith,artist,Tronic Phunc EP,"house, techno",1998,97943,varios,undefined
16,Christian Smith,artist,Green Mamba EP,"house, techno",1998,717652,varios,undefined
16,Christian Smith,artist,BassFunk,"house, techno",1998,128860,varios,undefined
16,Christian Smith,artist,Mondial,"house, techno",1999,378129,varios,undefined
16,Christian Smith,artist,Tronic 12.5,"house, techno",1999,822097,varios,undefined
16,Christian Smith,artist,Millennium Masters Mix Vol.II,"house, techno",2000,2169322,CD,CD
16,Christian Smith,artist,Christian Smith,"house, techno",2000,29262988,CD,CD
16,Christian Smith,artist,Highrider,"house, techno",2000,45113,varios,undefined
16,Christian Smith,artist,Punani,"house, techno",2000,205996,varios,undefined
16,Christian Smith,artist,Mojito,"house, techno",2000,181628,varios,undefined
16,Christian Smith,artist,R United,"house, techno",2001,71234,varios,undefined
16,Christian Smith,artist,Tronic Treatment,"house, techno",2001,37993,varios,undefined
16,Christian Smith,artist,Live @ Womb 01: The Sound Of Tronic Treatment,"house, techno",2003,171007,CD,CD
16,Christian Smith,artist,Essential Underground Vol. 07 - EU07: New York City/London,"house, techno",2003,209981,CD,CD
16,Christian Smith,artist,Dirty Bass,"house, techno",2003,71237,varios,undefined
16,Christian Smith,artist,Ekspozicija 05. Tronic Treatment,"house, techno",2006,875607,CD,CD
16,Christian Smith,artist,Finca Dofi,"house, techno",2007,939186,"12""",Vinyl
16,Christian Smith,artist,For Your Ears Only,"house, techno",2008,1747432,CD,CD
16,Christian Smith,artist,Flyertalk / Friendly Skies,"house, techno",2008,136299,varios,undefined
16,Christian Smith,artist,Elixir,"house, techno",2009,1950966,"12""",Vinyl
16,Christian Smith,artist,Platform,"house, techno",2009,308230,varios,undefined
16,Christian Smith,artist,Air Miles,"house, techno",2009,290331,varios,undefined
16,Christian Smith,artist,Indecent Exposure,"house, techno",2009,1730655,varios,undefined
16,Christian Smith,artist,Almaviva / Cinnamon,"house, techno",2010,2159051,"2xFile, MP3, 320",
16,Christian Smith,artist,Beluga,"house, techno",2010,2193228,"12""",Vinyl
16,Christian Smith,artist,Break It Down,"house, techno",2010,2244235,"12""",Vinyl
16,Christian Smith,artist,Director's Cut,"house, techno",2010,2249572,CD,CD
16,Christian Smith,artist,Raveline Mix Sessions 020,"house, techno",2010,2278240,"File, MP3, Comp, Ltd, Mixed, 320",
16,Christian Smith,artist,Opus One,"house, techno",2010,2434624,"12""",Vinyl
16,Christian Smith,artist,The Price Of Freedom EP,"house, techno",2010,4295350,"2xFile, MP3, EP, 320",
16,Christian Smith,artist,Fidelidade,"house, techno",2010,15238972,"File, MP3, 320",
16,Christian Smith,artist,Automatic,"house, techno",2010,290330,varios,undefined
16,Christian Smith,artist,I Wanna Step Away,"house, techno",2010,1730695,varios,undefined
16,Christian Smith,artist,Clash Of Stars #01,"house, techno",2010,385817,varios,undefined
16,Christian Smith,artist,Keep On,"house, techno",2011,2847020,"12""",Vinyl
16,Christian Smith,artist,Cabecudas EP,"house, techno",2011,3005903,"12"", EP",Vinyl
16,Christian Smith,artist,Pitanga,"house, techno",2011,378712,varios,undefined
16,Christian Smith,artist,Mothership / Red Alert,"house, techno",2012,3580499,"12""",Vinyl
16,Christian Smith,artist,Carambola EP,"house, techno",2012,3625755,"2xFile, MP3, EP, 320",
16,Christian Smith,artist,My Love Is Systematic Vol. 5,"house, techno",2012,14576860,"File, MP3, Mixed, 320 + 16xFile, MP3, Comp, 320",
16,Christian Smith,artist,Get It Done,"house, techno",2012,497294,varios,undefined
16,Christian Smith,artist,NYC,"house, techno",2012,426154,varios,undefined
16,Christian Smith,artist,House This House,"house, techno",2012,458730,varios,undefined
16,Christian Smith,artist,Tronic 100,"house, techno",2013,4295339,"2xFile, MP3, 320",
16,Christian Smith,artist,Omakase,"house, techno",2013,4484974,"12"", Red",Vinyl
16,Christian Smith,artist,Omakase,"house, techno",2013,4484987,"12"", Blu",Vinyl
17,John Selway,artist,Keep On Climbin',"funk, pop, electronic, techno",1994,201768,varios,undefined
17,John Selway,artist,Untitled,"funk, pop, electronic, techno",1995,125457,varios,undefined
17,John Selway,artist,Real,"funk, pop, electronic, techno",1996,720084,varios,undefined
17,John Selway,artist,Mind Abduction,"funk, pop, electronic, techno",1997,3884101,"Cass, Mixed",Cassette
17,John Selway,artist,Untitled,"funk, pop, electronic, techno",1997,446768,varios,undefined
17,John Selway,artist,Rock Them Out / Little Happy Guy Saves Mankind,"funk, pop, electronic, techno",1997,210393,varios,undefined
17,John Selway,artist,In The Mix Electro,"funk, pop, electronic, techno",1998,373724,CD,CD
17,John Selway,artist,Everybody Dance,"funk, pop, electronic, techno",1998,353392,varios,undefined
17,John Selway,artist,Slide Into Your Space,"funk, pop, electronic, techno",1998,61737,varios,undefined
17,John Selway,artist,Zoids Vol. 2,"funk, pop, electronic, techno",1998,145845,varios,undefined
17,John Selway,artist,Versions,"funk, pop, electronic, techno",1999,1216541,varios,undefined
17,John Selway,artist,Supernatural / Beyond Comprehension,"funk, pop, electronic, techno",1999,1323564,varios,undefined
17,John Selway,artist,New People,"funk, pop, electronic, techno",1999,1433695,varios,undefined
17,John Selway,artist,Tronic 12.5,"funk, pop, electronic, techno",1999,822097,varios,undefined
17,John Selway,artist,Turbo,"funk, pop, electronic, techno",2000,165457,varios,undefined
17,John Selway,artist,CSM 4,"funk, pop, electronic, techno",2000,165460,varios,undefined
17,John Selway,artist,Rapture - Volume 1,"funk, pop, electronic, techno",2000,786154,varios,undefined
17,John Selway,artist,Digital Emotion / Turbo,"funk, pop, electronic, techno",2001,202078,"12""",Vinyl
17,John Selway,artist,Edge Of Now,"funk, pop, electronic, techno",2001,165458,varios,undefined
17,John Selway,artist,Edge Of Now,"funk, pop, electronic, techno",2001,172158,varios,undefined
17,John Selway,artist,Lightwave,"funk, pop, electronic, techno",2001,102166,varios,undefined
17,John Selway,artist,Digital Emotion,"funk, pop, electronic, techno",2001,649589,varios,undefined
17,John Selway,artist,Essential Underground Vol. 06: Berlin / New York,"funk, pop, electronic, techno",2003,149398,CD,CD
17,John Selway,artist,Danza 8.5,"funk, pop, electronic, techno",2003,229307,"12""",Vinyl
17,John Selway,artist,East Side Scientific EP,"funk, pop, electronic, techno",2003,2867,varios,undefined
17,John Selway,artist,Untitled,"funk, pop, electronic, techno",2004,259000,varios,undefined
17,John Selway,artist,Solas,"funk, pop, electronic, techno",2006,2874,varios,undefined
17,John Selway,artist,Nowhere,"funk, pop, electronic, techno",2006,2878,varios,undefined
17,John Selway,artist,Dream Stealer,"funk, pop, electronic, techno",2007,2896,varios,undefined
17,John Selway,artist,Avid Hustler,"funk, pop, electronic, techno",2009,1938861,"12""",Vinyl
17,John Selway,artist,Shake The Snow,"funk, pop, electronic, techno",2009,1405596,varios,undefined
17,John Selway,artist,Jazz Hands,"funk, pop, electronic, techno",2009,529804,varios,undefined
17,John Selway,artist,Less Scary EP,"funk, pop, electronic, techno",2010,2077607,"12""",Vinyl
17,John Selway,artist,Interplanetary Express EP,"funk, pop, electronic, techno",2010,2589005,"3xFile, MP3, EP, 320",
17,John Selway,artist,The Ocean Before Me,"funk, pop, electronic, techno",2010,949574,varios,undefined
17,John Selway,artist,Choo Got It,"funk, pop, electronic, techno",2011,2985943,"12"", EP",Vinyl
17,John Selway,artist,On Time,"funk, pop, electronic, techno",2013,5140558,"3xFile, MP3, EP",
17,John Selway,artist,CSM 1,"funk, pop, electronic, techno",2016,9905996,"3xFile, WAV",
17,John Selway,artist,Shimmerdown / SPQR,"funk, pop, electronic, techno",2017,1705307,varios,undefined
17,John Selway,artist,Defiance E.P. ,"funk, pop, electronic, techno",2018,1663501,varios,undefined
17,John Selway,artist,Light Language EP ,"funk, pop, electronic, techno",2019,1552162,varios,undefined
17,John Selway,artist,Real,"funk, pop, electronic, techno",2020,30840801,"3xFile, MP3, EP",
17,John Selway,artist,Interstellar Express,"funk, pop, electronic, techno",2021,20200381,"2xFile, WAV, Single",
17,John Selway,artist,Tronic Podcast 474 (Electro Set),"funk, pop, electronic, techno",2021,29236558,"File, MP3, Mixed",
17,John Selway,artist,Save The Robots,"funk, pop, electronic, techno",2022,3296761,varios,undefined
17,John Selway,artist,Blackout EP,"funk, pop, electronic, techno",2023,29418064,"3xFile, MP3, EP, 320",
17,John Selway,artist,Millennium Sound Remixes,"funk, pop, electronic, techno",2023,3178044,varios,undefined
17,John Selway,artist,Version 1.06,"funk, pop, electronic, techno",2023,3912611,"Cass, Mixed, Promo",
17,John Selway,artist,Spy,"funk, pop, electronic, techno",2023,34118,varios,undefined
19,Sound Associates,vendor,Essence 1,no description,1996,234326,varios,undefined
19,Sound Associates,vendor,Essence 2,no description,1997,1785487,varios,undefined
19,Sound Associates,vendor,Groovessence E.P.,no description,1998,1785493,varios,undefined
19,Sound Associates,vendor,Power Cuts,no description,1998,585418,varios,undefined
19,Sound Associates,vendor,Club Sandwich,no description,1998,262905,varios,undefined
19,Sound Associates,vendor,Rock The Beat / Slipstream,no description,1999,262906,varios,undefined
19,Sound Associates,vendor,Music,no description,2001,225576,varios,undefined
19,Sound Associates,vendor,Rise,no description,2002,1259501,varios,undefined
19,Sound Associates,vendor,Len Faki DJ Edits Volume III,no description,2014,877277,varios,undefined
19,Sound Associates,vendor,Illegal Techno 4,no description,1998,23477,CD,CD
19,Sound Associates,vendor,Ficken (The Sound Associates Pressure Cooker Mixes),no description,1998,25128,varios,undefined
19,Sound Associates,vendor,The Outer Limits (Sequence 23 Remixes),no description,1998,1837505,varios,undefined
19,Sound Associates,vendor,Cycle Remixes EP,no description,1999,468228,varios,undefined
19,Sound Associates,vendor,The Repaired Sequencer,no description,2000,264097,CD,CD
19,Sound Associates,vendor,The Repaired Sequencer EP,no description,2001,120823,varios,undefined
19,Sound Associates,vendor,The Sounds Of The Young Tradition,no description,1971,9641656,"LP, Album",
19,Sound Associates,vendor,Ficken (The Sound Associates Pressure Cooker Mixes),no description,1998,25128,varios,undefined
19,Sound Associates,vendor,Essential Selection '98,no description,1998,103048,varios,undefined
19,Sound Associates,vendor,In The Mix 4,no description,1999,15324,CD,CD
19,Sound Associates,vendor,Techno Rave,no description,1992,1368701,varios,undefined
19,Sound Associates,vendor,Solid Sounds [Format 2],no description,1996,98616,CD,CD
19,Sound Associates,vendor,Psychotrance 5,no description,1997,1513456,varios,undefined
19,Sound Associates,vendor,UK Space Techno Vol. V,no description,1998,15691,CD,CD
19,Sound Associates,vendor,I ♥ Techno - Edition Number Six,no description,1998,23310,CD,CD
19,Sound Associates,vendor,Techno Nations 8,no description,1998,63405,CD,CD
19,Sound Associates,vendor,Club Foundation,no description,1998,263384,CD,CD
19,Sound Associates,vendor,Dirty Feet,no description,1998,474727,CD,CD
19,Sound Associates,vendor,Essential Selection '98,no description,1998,103048,varios,undefined
19,Sound Associates,vendor,On Monoïd,no description,1999,8070,CD,CD
19,Sound Associates,vendor,In The Mix 4,no description,1999,15324,CD,CD
19,Sound Associates,vendor,Mirai (The Future),no description,1999,61131,varios,undefined
19,Sound Associates,artist,Profound Sounds Vol. 1,"house, ambient, techno",1999,66526,varios,undefined
19,Sound Associates,vendor,The Torture Chamber,no description,2000,13251,CD,CD
19,Sound Associates,vendor,Cream Resident,no description,2000,135802,varios,undefined
19,Sound Associates,vendor,Nocturnal Wonderland,no description,2001,53710,CD,CD
19,Sound Associates,vendor,Global Underground: Sampled,no description,2001,450645,CD,CD
19,Sound Associates,vendor,Global Underground Prototype > 4,no description,2001,203495,varios,undefined
19,Sound Associates,vendor,Technosis 3,no description,2002,254276,CD,CD
19,Sound Associates,vendor,Eukahouse vs Eukatech,no description,2002,335238,CD,CD
19,Sound Associates,vendor,U60311 Compilation Techno Division Vol. 5,no description,2005,483778,CD,CD
19,Sound Associates,vendor,Erratic Podcast 82,no description,2014,7730997,"File, MP3, Mixed, 320",
19,Sound Associates,vendor,Jerking Off In The Dial Up Era,no description,2014,25994602,"File, MP3, Mixed, 320",
19,Sound Associates,artist,Profound Sounds Vol. 1,"house, ambient, techno",1999,66526,varios,undefined
19,Sound Associates,artist,MP3 Collection: Рак - Музыкальный Гороскоп (Deep Techno),"house, ambient, techno",1999,9369505,CD,CD
19,Sound Associates,vendor,Global Underground Prototype > 4,no description,1999,203495,varios,undefined
20,Percy X,artist,Odyssey / RD600,no description,1995,37384,varios,undefined
20,Percy X,artist,- 3,no description,1995,37370,varios,undefined
20,Percy X,artist,X Trak 1,no description,1995,37373,varios,undefined
20,Percy X,artist,Spyx,no description,1996,37382,varios,undefined
20,Percy X,artist,Day 3 EP,no description,1996,37371,varios,undefined
20,Percy X,artist,Freeview Preview,no description,1997,2829311,varios,undefined
20,Percy X,artist,New Ground,no description,1998,749224,varios,undefined
20,Percy X,artist,User Friendly EP,no description,1998,268389,varios,undefined
20,Percy X,artist,Worklife EP,no description,1999,1145271,varios,undefined
20,Percy X,artist,Asphyx / RD600,no description,2000,10795,"12""",Vinyl
20,Percy X,artist,Gain,no description,2000,37378,varios,undefined
20,Percy X,artist,Break It Down,no description,2000,271818,varios,undefined
20,Percy X,artist,Maintain,no description,2000,37375,varios,undefined
20,Percy X,artist,Gain EP,no description,2001,37379,varios,undefined
20,Percy X,artist,Voyager EP,no description,2001,180103,varios,undefined
20,Percy X,artist,SOMA 2002 - Mispent Years / On A Day (Remix),no description,2002,52615,"12"", Ltd, Promo",
20,Percy X,artist,Mix,no description,2002,12487056,CD,CD
20,Percy X,artist,Where's The Music,no description,2002,37386,varios,undefined
20,Percy X,artist,Afterplan E.P.,no description,2002,163623,varios,undefined
20,Percy X,artist,Time To Jack,no description,2002,1109166,varios,undefined
20,Percy X,artist,On A Day (Remix),no description,2002,218164,varios,undefined
20,Percy X,artist,Zaytoon / Wrong Way Round,no description,2002,367859,varios,undefined
20,Percy X,artist,Lady Killer,no description,2003,37387,varios,undefined
20,Percy X,artist,Firewire Split Series Vol. 3,no description,2004,319349,"12""",Vinyl
20,Percy X,artist,Addicted,no description,2004,1723561,varios,undefined
20,Percy X,artist,Bug Rider,no description,2006,1464478,varios,undefined
20,Percy X,artist,Audiomer E.P.,no description,2006,113972,varios,undefined
20,Percy X,artist,Shake You Down,no description,2006,113973,varios,undefined
20,Percy X,artist,Soma 20 Ltd. 1,no description,2011,1178720,varios,undefined
20,Percy X,artist,X-Track (Soma 25 Remixes),no description,2017,9792093,"3xFile, MP3, 320",
20,Percy X,artist,IX,no description,1999,44230,"12""",Vinyl
20,Percy X,artist,Pressure Theme,no description,1999,3522700,varios,undefined
20,Percy X,artist,Stand Down,no description,1999,134195,varios,undefined
20,Percy X,artist,From Saturday To Sunday Volume 2,no description,2001,23403,CD,CD
20,Percy X,artist,Trainwreck,no description,2001,441556,varios,undefined
20,Percy X,artist,Scorpio Rising,no description,2002,92436,varios,undefined
20,Percy X,artist,Revibal EP,no description,2002,680627,varios,undefined
20,Percy X,artist,Hands Around My Throat,no description,2002,11735,varios,undefined
20,Percy X,artist,Impression E.P.,no description,2002,282360,varios,undefined
20,Percy X,artist,No Wave,no description,2003,167118,CD,CD
20,Percy X,artist,BMG Dance Compilation # 133,no description,2003,4490196,CD,CD
20,Percy X,artist,Promo Only // Alternative Club June 03,no description,2003,5166510,CD,CD
20,Percy X,artist,Milk It  - The Best Of Death In Vegas,no description,2005,37390,varios,undefined
20,Percy X,artist,Life On Tokyo,no description,2006,730806,CD,CD
20,Percy X,artist,Life On Tokyo,no description,2006,31202086,CD,CD
20,Percy X,artist,Intergalactic Make Believe,no description,2013,25580038,"File, MP3, Mixed, 320",
20,Percy X,artist,City Noises XII: Raw Techno Cuts,no description,2017,1382764,varios,undefined
20,Percy X,artist,You Are Here,no description,2017,464758,CD,CD
20,Percy X,artist,Remixes,no description,2017,6724829,CD,CD
20,Percy X,artist,Prime Cuts: Music For The New Electronic Generation - Volume 2,no description,1995,15856,CD,CD
21,Faze Action,artist,Full Motion,jazz,1995,566692,varios,undefined
21,Faze Action,artist,In The Trees,jazz,1996,104975,varios,undefined
21,Faze Action,artist,Turn The Point,jazz,1996,83001,varios,undefined
21,Faze Action,artist,Plans & Designs,jazz,1997,83010,varios,undefined
21,Faze Action,artist,Sylvie,jazz,1998,32784,varios,undefined
